src_lang	tgt_lang	src	tgt
eng_Latn	tel_Telu	new alarm for six am	ఉదయము ఆరు కు కొత్త అలారం
eng_Latn	tel_Telu	create an alarm for six am	ఉదయము ఆరు కి అలారం పెట్టు
eng_Latn	tel_Telu	set an alarm for six am	ఉదయం ఆరు గంటలకు అలారం పెట్టు
eng_Latn	tel_Telu	what is the forecast for saturday	శనివారం వాతావరణం ప్రకటన ఏమిటి
eng_Latn	tel_Telu	olly please read me today's news	ఓలి ఈ రోజు న్యూస్ చదివి వినిపించు
eng_Latn	tel_Telu	olly what's happened in the news today	ఓలి ఈ రోజు న్యూస్ లో ఏమి జరిగింది
eng_Latn	tel_Telu	siri what's happened in the news today	siri ఈ రోజు వార్తల్లో ఏం జరిగింది
eng_Latn	tel_Telu	olly skip song	ఒల్లీ పాట దాటవేయండి
eng_Latn	tel_Telu	olly skip two songs	olly రెండు పాటలు స్కిప్ చేయి
eng_Latn	tel_Telu	siri skip two songs	సిరి రెండు పాటలు దాటవేసాడు
eng_Latn	tel_Telu	the time	సమయం
eng_Latn	tel_Telu	it's dark in here	ఇక్కడ చీకటిగా ఉంది
eng_Latn	tel_Telu	turn corner light on	కార్నర్ లైట్ టర్న్ ఆన్ చేయి
eng_Latn	tel_Telu	turn all lights on	అన్ని లైట్లను టర్న్ ఆన్ చేయండి
eng_Latn	tel_Telu	olly set coffee to brew at seven am	ఉదయం ఏడు గంటలు కి కాఫీ తయారయ్యేలా పెట్టు ఓలి
eng_Latn	tel_Telu	olly brew coffee	ఒల్లీ బ్రూ కాఫీ
eng_Latn	tel_Telu	olly cancel alarms	ఓలీ అలారాలను రద్దు చేయండి
eng_Latn	tel_Telu	siri cancel yoga alarms	సిరి యోగా అలారములు రద్దు చేయి
eng_Latn	tel_Telu	olly cancel yoga alarms	ఓలి నా యోగా అలారం రద్దు చేయి
eng_Latn	tel_Telu	siri cancel all soccer practice alarms	సిరి అన్ని సాకర్ ప్రాక్టీస్ అలారములు రద్దు చేయి
eng_Latn	tel_Telu	olly cancel all soccer practice alarms	శ్రీను కరాటే ప్రాక్టీస్ అలారంలు అన్నిటిని రద్దుచేయి
eng_Latn	tel_Telu	olly what time is it in denver	శ్రీను కడప లో సమయము ఎంత
eng_Latn	tel_Telu	olly turn the volume up	ఓలి వాల్యూమ్ పెంచు
eng_Latn	tel_Telu	olly shuffle playlist	ఓలీ షఫుల్ ప్లేజాబితా
eng_Latn	tel_Telu	google shuffle playlist	google ప్లేజాబితా షఫుల్ చేయి
eng_Latn	tel_Telu	play thinking out loud next	తర్వాత బిగ్గరగా ఆలోచిస్తూ ప్లే చై
eng_Latn	tel_Telu	play thinking out loud now	ఇప్పుడు బిగ్గరగా ఆలోచిస్తూ ఆడండి
eng_Latn	tel_Telu	start playing thinking out loud now	పలుకే బంగారమాయెనే ప్రారంభించు
eng_Latn	tel_Telu	play a rap song	ర్యాప్ పాట ప్లే చేయి
eng_Latn	tel_Telu	do i need a raincoat day after	నాకు ఒక రోజు తర్వాత రెయిన్ కోట్ అవసరమా
eng_Latn	tel_Telu	what will be the weather day after	తర్వాత రోజు వాతావరణం ఎలా ఉంటుంది
eng_Latn	tel_Telu	is there any alarm after five am	ఉదయము ఐదు తరవాత ఏదైనా అలారం వుందా
eng_Latn	tel_Telu	remove alarm if any	ఏమైనా అలారం ఉంటే రద్దుచేయి
eng_Latn	tel_Telu	i don't want any alarms	నాకు ఏ అలారములు వద్దు
eng_Latn	tel_Telu	nobody knows by pink	పింక్ ద్వారా ఎవరికీ తెలియదు
eng_Latn	tel_Telu	nobody knows	చల్ ముంబై
eng_Latn	tel_Telu	pink nobody knows	పింక్ ఎవరికీ తెలియదు
eng_Latn	tel_Telu	check if any alarm is there after five am	ఉదయం ఐదు గంటలు తరవాత ఏదైనా అలారం వుందా చెక్ చేయి
eng_Latn	tel_Telu	remove all alarms if any	ఏవైనా అలారంలు ఉంటే అన్నీ తీసివేయి
eng_Latn	tel_Telu	check if default alarm is set	డిఫాల్ట్ అలారం సెట్ చేయబడిందో లేదో చూడు
eng_Latn	tel_Telu	is it hot or cold outside	బయట వేడిగా లేదా చల్లగా ఉందా
eng_Latn	tel_Telu	people canceling iowa vacations over congressman's words	ఆకస్మిక వరదలపై పాలకపక్షాల సమావేశాలు
eng_Latn	tel_Telu	d. e. a. guam prescription drug abuse on the rise	గంజాయి సరఫరాదారులపై పోలీసుల దాడులు
eng_Latn	tel_Telu	here's the truth about meals on wheels in someone's budget	ఒకరి బడ్జెట్‌లో చక్రాలపై భోజనం గురించి నిజం ఇక్కడ ఉంది
eng_Latn	tel_Telu	confirm a travel ticket to german	భిలాయ్ కి ప్రయాణ టిక్కెట్టు నిర్ధారణ అయ్యిందా
eng_Latn	tel_Telu	play playlist one	ప్లేలిస్ట్ ఒకటిని ప్లే చేయి
eng_Latn	tel_Telu	play recently added songs	ఇటీవల యాడ్ చేసిన పాటలను ప్లే చేయి
eng_Latn	tel_Telu	please tell me what is the time in sanfranscio	ముంబైలో సమయం ఎంత అని దయచేసి నాకు చెప్పండి
eng_Latn	tel_Telu	please tell me what is the time in tokyo japan	టోక్యో జపాన్‌లో సమయం ఎంత అని దయచేసి నాకు చెప్పండి
eng_Latn	tel_Telu	find songs from my big band playlist	నా టాప్ హిట్స్ ప్లేజాబితా నుండి పాటలను కనుగొనండి
eng_Latn	tel_Telu	start my favorites playlist	నాకు ఇష్టమైన ప్లేజాబితాను ప్రారంభించండి
eng_Latn	tel_Telu	please tell me what is the election result today happened	ఈరోజు ఎన్నికల ఫలితాలు ఎలా ఉన్నాయో చెప్పండి
eng_Latn	tel_Telu	notify me about news	వార్తల గురించి నాకు తెలియజేయండి
eng_Latn	tel_Telu	todays news	అడవుల నరికివేత వార్తలు
eng_Latn	tel_Telu	could you please tell me what is the weather predication for this week	దయచేసి ఈ వారం వాతావరణ అంచనా ఏమిటో చెప్పగలరా
eng_Latn	tel_Telu	please tell what would be the weather in washington d. c. for the coming week	రాబోయే వారం లో న్యూఢిల్లీ లో వాతావరణం ఎలా ఉంటుందో దయచేసి తెలియజేయండి
eng_Latn	tel_Telu	please tell me what will be rainy day based on the weather forecast	వాతావరణ ప్రకటన మీద ఆధారపడి వాన రోజు ఎప్పుడు వుంటుందో నాకు చెప్పు ప్లీజ్
eng_Latn	tel_Telu	silent mode on for the next three hours	తదుపరి మూడు గంటలపాటు సైలెంట్ మోడ్ ఆన్‌లో ఉంటుంది
eng_Latn	tel_Telu	set the coffee maker to on	కాఫీ మేకర్‌ని ఆన్‌కి సెట్ చేయండి
eng_Latn	tel_Telu	would you set the coffee maker running	మీరు కాఫీ మేకర్ రన్నింగ్‌ను సెట్ చేస్తారా
eng_Latn	tel_Telu	please skip to the next song	తరువాత పాటకి స్కిప్ చెయ్యి
eng_Latn	tel_Telu	please skip two songs	దయచేసి రెండు పాటలను దాటవేయండి
eng_Latn	tel_Telu	please repeat the last song	దయచేసి చివరి పాటను పునరావృతం చేయండి
eng_Latn	tel_Telu	it's too bright in here can you turn a light off	ఇక్కడ చాలా ప్రకాశవంతంగా ఉంది మీరు లైట్ ఆఫ్ చేయవచ్చు
eng_Latn	tel_Telu	olly it's too bright in here can you turn a light off	ఓలి ఇక్కడ బాగా వెలుతురుగా వుంది లైటు టర్న్ ఆఫ్ చేయి
eng_Latn	tel_Telu	turn the light off in the living room	లివింగ్ రూమ్ లో లైట్ ఆఫ్ చేయండి
eng_Latn	tel_Telu	olly turn the light off in the living room	ఓలీ లివింగ్ రూమ్ లో లైట్ ఆఫ్ చేయండి
eng_Latn	tel_Telu	please play the latest song from the album abbas	దయచేసి ఆల్బమ్ దిల్ సే నుండి తాజా పాట ను ప్లే చేయండి
eng_Latn	tel_Telu	could you please play the song from the artist madonna	దయచేసి గీతా మాధురి అనే కళాకారిణి నుండి పాటను ప్లే చేయగలవా
eng_Latn	tel_Telu	could you please play the song of michael jackson	దయచేసి మైఖేల్ జాక్సన్ పాటను ప్లే చేయగలరా
eng_Latn	tel_Telu	call me at six am	ఉదయము ఆరు కి నాకు కాల్ చేయి
eng_Latn	tel_Telu	i wanna get up at six am	నేను ఉదయము ఆరు కు నిద్రలేవాలి అనుకుంటున్నాను
eng_Latn	tel_Telu	please give me today's date	దయచేసి ఈ రోజు యొక్క తారీఖు ఇవ్వు
eng_Latn	tel_Telu	darken the room a bit	గదిని కొంచెం చీకటి చేయండి
eng_Latn	tel_Telu	lower the intensity of light	కాంతి తీవ్రతను తగ్గించండి
eng_Latn	tel_Telu	will it rain later in manila	అమరావతిలో తర్వాత వర్షాలు కురుస్తాయా
eng_Latn	tel_Telu	do i need to bring an umbrella to manila this afternoon	మనీలా ఆఫీస్ కు నేను ఈ మధ్యాహ్నం గొడుగు తీసుకురావాలా
eng_Latn	tel_Telu	please take me to wall street journal	దయచేసి నన్ను వాల్ స్ట్రీట్ జర్నల్ కు తీసుకెళ్లండి
eng_Latn	tel_Telu	show me more about the presidential election	అమెరికన్ అధ్యక్ష ఎన్నికల గురించి నాకు మరింత చూపించు
eng_Latn	tel_Telu	show me articles about the new iphone eight	కొత్త ఐ ఫోన్ ఎనిమిది ఆర్టికల్స్ చూపించు
eng_Latn	tel_Telu	can you set my alarm for seven thirty am	ఉదయం ఏడున్నర గంటలు కి నా అలారం పెట్టు
eng_Latn	tel_Telu	please wake me up at seven thirty am	ఉదయం ఏడున్నర గంటలు కి నన్ను నిద్ర లేపు ప్లీజ్
eng_Latn	tel_Telu	set a continuous alarm without the option to snooze for seven am please	ఉదయము ఏడు కి స్నూజ్ ఆప్షన్ లేని వరుసగా మోగే అలారం పెట్టు ప్లీజ్
eng_Latn	tel_Telu	what's the weather for the entire week	వారం మొత్తం వాతావరణం ఎలా ఉంటుంది
eng_Latn	tel_Telu	what will the weather be like for this week	ఈ వారం వాతావరణం ఎలా ఉంటుంది
eng_Latn	tel_Telu	what kind of weather should i expect this week	ఈ వారం నేను ఎలాంటి వాతావరణాన్ని ఆశించాలి
eng_Latn	tel_Telu	do i need umbrella now	నాకు ఇప్పుడు గొడుగు అవసరమా
eng_Latn	tel_Telu	check if i need umbrella now	ఇప్పుడు నాకు గొడుగు కావాలా చెక్ చేయి
eng_Latn	tel_Telu	i like this song that is playing	ప్లే అవుతున్న ఈ పాట నాకు చాలా ఇష్టం
eng_Latn	tel_Telu	please add this song to my playlist favorites	దయచేసి ఈ పాటను నా ప్లేజాబితా ఇష్టమైన వాటికి జోడించు
eng_Latn	tel_Telu	please play this song again	దయచేసి ఈ పాటను మళ్లీ ప్లే చేయండి
eng_Latn	tel_Telu	is it still going to be windy on thursday	గురువారం కూడా గాలి వీస్తుంది
eng_Latn	tel_Telu	tell a joke	ఒక జోక్ చెప్పు
eng_Latn	tel_Telu	olly give me the news on donald trump	ఓలి జో బైడెన్ న్యూస్ నాకు ఇవ్వు
eng_Latn	tel_Telu	is there any current news on the presidential election	మున్సిపల్ ఎన్నికలు గురించి ప్రస్తుత న్యూస్ ఏదైనా వుందా
eng_Latn	tel_Telu	olly is there any current news on the presidential election	కోటపెక్సి పేలుడు గురించి ఏదైనా ప్రస్తుత న్యూస్ వుందా ఓలి
eng_Latn	tel_Telu	olly do you have any local news	olly మీకు ఏదైనా స్థానిక వార్తలు ఉన్నాయా
eng_Latn	tel_Telu	how is weather in new york city	న్యూ జెర్సీ లో వాతావరణం ఎలా వుంటుంది
eng_Latn	tel_Telu	how is weather likely to be in my area today	ఈరోజు నా ప్రాంతంలో వాతావరణం ఎలా ఉంటుంది
eng_Latn	tel_Telu	make sound louder	సౌండ్ పెంచు
eng_Latn	tel_Telu	turn up speakers	పైకి పెంచు
eng_Latn	tel_Telu	more volume please	దయచేసి మరింత వాల్యూమ్ పెంచుము
eng_Latn	tel_Telu	what time is it in new york city right now	ప్రస్తుతం న్యూయార్క్ నగరంలో సమయం ఎంత
eng_Latn	tel_Telu	i need to know what time it is right now in new york city	న్యూయార్క్ నగరంలో ప్రస్తుతం సమయం ఎంత అని నాకు తెలియాలి
eng_Latn	tel_Telu	i want to know about the brexit	నేను బ్రెక్సిట్ గురించి తెలుసుకోవాలి అనుకుంటున్నాను
eng_Latn	tel_Telu	can i get a cup of coffee	నేను ఒక కప్పు కాఫీ పొందగలనా
eng_Latn	tel_Telu	tag this song with five stars	ఈ పాటను ఐదు నక్షత్రాలతో ట్యాగ్ చేయండి
eng_Latn	tel_Telu	add my opinion to this song great	ఈ పాటకి నా అభిప్రాయాన్ని చేర్చు
eng_Latn	tel_Telu	save this song in my great songs category	ఈ పాట ను నా గొప్ప పాటల విభాగంలో సేవ్ చేయండి
eng_Latn	tel_Telu	turn my lights down to a lower level of brightness	నా లైట్లను తక్కువ స్థాయి ప్రకాశం కి కిందకి తగ్గించు
eng_Latn	tel_Telu	kindly switch off the light in the drawing hall	దయచేసి డ్రాయింగ్ హాల్‌ లోని లైట్‌ను ఆఫ్ చేయండి
eng_Latn	tel_Telu	eight am manila time is what in eastern time	ఎనిమిది ఉదయం ఇండియా సమయం అంటే తూర్పు సమయం ఎంత
eng_Latn	tel_Telu	convert eight am manila time to new york time	ఉదయం ఎనిమిది ఢిల్లీ సమయం నుండి న్యూయార్క్ సమయానికి మార్చు
eng_Latn	tel_Telu	turn on surfin u. s. a.	భీమ్లానాయక్ టైటిల్ సాంగ్ ఆన్ చేయండి. లు. a.
eng_Latn	tel_Telu	i want to hear surfin u. s. a.	నేను లాహే లాహే యు వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	what alarms do i have set for today	ఈరోజు నేను ఏ అలారాలు సెట్ చేసాను
eng_Latn	tel_Telu	i want to listen to classical music	నేను శాస్త్రీయ సంగీతం వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	play a jazz music	జాజ్ సంగీతం ప్లే చేయి
eng_Latn	tel_Telu	i like to listen to hindustani music	నాకు హిందూస్థానీ సంగీతం వినడం ఇష్టం
eng_Latn	tel_Telu	should i bring warm clothes	నేను వెచ్చని బట్టలు తీసుకురావా
eng_Latn	tel_Telu	olly do i need sunscreen	ఒల్లీ నాకు సన్‌స్క్రీన్ కావాలా
eng_Latn	tel_Telu	get me the most recent news	నాకు ముఖ్యమైన ఇప్పటివరకు వార్తలను వినిపించు
eng_Latn	tel_Telu	what's new today	ఈ రోజు కొత్తది ఏమిటి
eng_Latn	tel_Telu	tell me c. n. n.'s latest headlines	సి. న్. న్ యొక్క తాజా ముఖ్యాంశాలు నాకు చెప్పు
eng_Latn	tel_Telu	please reduce the speaker volume	ఇంటిలోని అన్ని స్పీకర్లు వాల్యూం తగ్గించు ప్లీజ్
eng_Latn	tel_Telu	make the speaker volume on maximum	స్పీకర్ శబ్దము మాక్సిమం చేయి
eng_Latn	tel_Telu	turn the vibrate off from speaker	స్పీకర్ నుండి వైబ్రేట్ ఆఫ్ చేయండి
eng_Latn	tel_Telu	tell me the latest news about donald trump	మోదీ గురించి లేటెస్ట్ న్యూస్ నాకు చెప్పుము
eng_Latn	tel_Telu	what is the latest news about donald trump	నరేంద్ర మోడీ గురించి తాజా వార్తలు ఏమిటి
eng_Latn	tel_Telu	what is the latest on donald trump	నరేంద్ర మోడీ పై తాజా సమాచారం ఏమిటి
eng_Latn	tel_Telu	what is the date next wednesday	వచ్చే బుధవారం తేదీ ఏమిటి
eng_Latn	tel_Telu	switch off the smart socket	స్మార్ట్ సాకెట్ స్విచ్ ఆఫ్ చేయండి
eng_Latn	tel_Telu	make the smart socket turn off	స్మార్ట్ సాకెట్ ఆఫ్
eng_Latn	tel_Telu	please make the smart socket turn off	దయచేసి స్మార్ట్ సాకెట్‌ను టర్న్ఆఫ్ చేయండి
eng_Latn	tel_Telu	i like music	నాకు సంగీతం ఇష్టం
eng_Latn	tel_Telu	should i wear a hat today	నేను ఈరోజు టోపీ ధరించాలా
eng_Latn	tel_Telu	should i wear rain boots	నేను రెయిన్ బూట్లు ధరించాలా
eng_Latn	tel_Telu	how many runs did cheteshwar pujara scored yesterday	నిన్న ఛెతేశ్వర్ పుజారా ఎన్ని పరుగులు చేశాడు
eng_Latn	tel_Telu	who was appointed as deputy centimeter of uttar pradesh	ఉత్తరప్రదేశ్ డిప్యూటీ సెంటీమీటర్‌గా నియమితులయ్యారు
eng_Latn	tel_Telu	am i going to bring umbrella later	నేను తర్వాత గొడుగు తీసుకురాబోతున్నా
eng_Latn	tel_Telu	umbrella later	తరువాత గొడుగు
eng_Latn	tel_Telu	play my gym playlist	నా జిమ్ ప్లేజాబితాను ప్లే చేయండి
eng_Latn	tel_Telu	open media player and play my gym playlist	మీడియా ప్లేయర్‌ని తెరిచి నా జిమ్ ప్లేలిస్ట్ ప్లే చేయి
eng_Latn	tel_Telu	show latest news about migration	వలస మీద తాజా న్యూస్ గురించి చూపించు
eng_Latn	tel_Telu	show todays news about migration	వలస గురించి ఈనాటి న్యూస్ చూబించు
eng_Latn	tel_Telu	show b. b. c. report on migration	సినిమా సమాచారము మీద ఆంధ్రజ్యోతి రిపోర్ట్ చూబించు
eng_Latn	tel_Telu	did you set the alarm for five am	ఉదయము ఐదు కి అలారం పెట్టావా నువ్వు
eng_Latn	tel_Telu	please turn the lights off in the bathroom	దయచేసి బాత్ రూమ్ లో లైట్లను ఆఫ్ చేయండి
eng_Latn	tel_Telu	siri please turn the lights off in the bathroom	సిరి దయచేసి బాత్రూంలో లైట్లు ఆఫ్ చేయండి
eng_Latn	tel_Telu	turn lights off in kitchen	కిచెన్ లో లైట్లు టర్న్ ఆఫ్ చేయి
eng_Latn	tel_Telu	set environmental news notification	పర్యావరణ వార్తల నోటిఫికేషన్‌ను సెట్ చేయండి
eng_Latn	tel_Telu	notify me of breaking news on c. n. n.	నేషనల్ జియోగ్రాఫిక్ బ్రేకింగ్ న్యూస్ గురించి నాకు నోటిఫై చేయి
eng_Latn	tel_Telu	do i need to bring a coat today	నేను ఇవ్వాళ కోట్ తీసుకుని వెళ్ళాలా
eng_Latn	tel_Telu	olly do i need to bring a coat today	ఒల్లీ నేను ఈ రోజు కోటు తీసుకురావాలి
eng_Latn	tel_Telu	olly do i need to wear gloves today	నేను ఈరోజు చేతి గ్లోవ్స్ ధరించాలి
eng_Latn	tel_Telu	title of song	పాట యొక్క శీర్షిక
eng_Latn	tel_Telu	is umbrella necessary for my outing	ఇవ్వాలిటి నా అవుటింగ్ కి గొడుగు కావాలా
eng_Latn	tel_Telu	can i go outing without any umbrella	నేను గొడుగు లేకుండా బయటికి వెళ్లవచ్చా
eng_Latn	tel_Telu	please play music from my playlist	దయచేసి నా ప్లేజాబితా నుండి సంగీతాన్ని ప్లే చేయండి
eng_Latn	tel_Telu	start playing kids by mgmt	మంగ్లి ద్వారా ఊరంతా ప్లే చేయి
eng_Latn	tel_Telu	play song all the small things	ఇంకేం ఇంకేం ఇంకేం కావాలే పాట ప్లే చేయండి
eng_Latn	tel_Telu	change song	పాట మార్చండి
eng_Latn	tel_Telu	open music player settings	మ్యూజిక్ ప్లేయర్ సెట్టింగ్స్ తెరువు
eng_Latn	tel_Telu	save this song to playlist	ఈ పాటను ప్లేజాబితాకు సేవ్ చేయండి
eng_Latn	tel_Telu	thumbs up this song	థంబ్స్ అప్ ఈ పాట
eng_Latn	tel_Telu	add this song to my music	ఈ పాట నా సంగీతానికి జోడించు
eng_Latn	tel_Telu	is the song by shakira	ఈ పాట షకీరా దా
eng_Latn	tel_Telu	who sings this	ఇది ఎవరు పాడతారు
eng_Latn	tel_Telu	band name	బ్యాండ్ పేరు
eng_Latn	tel_Telu	personal digital assistant	వ్యక్తిగత డిజిటల్ సహకారి
eng_Latn	tel_Telu	google home	గూగుల్ హోమ్
eng_Latn	tel_Telu	start play recently added playlist	ఇటీవల జోడించిన ప్లేజాబితా ను ప్రారంభించు
eng_Latn	tel_Telu	what would be the current time in ivory coast	ఐవరీ కోస్ట్‌లో ప్రస్తుత సమయం ఎలా ఉంటుంది
eng_Latn	tel_Telu	now it's five thirty p. m. in india what about the time in ivory coast	ఇప్పుడు ఐదు గంటల ముప్పై నిమిషాలు భారతదేశంలో ఐవరీ కోస్ట్‌లో సమయం ఎలా ఉంటుంది
eng_Latn	tel_Telu	what is currently breaking news	ప్రస్తుతం బ్రేకింగ్ న్యూస్ ఏమిటి
eng_Latn	tel_Telu	latest finance news	తాజా ఫైనాన్స్ న్యూస్
eng_Latn	tel_Telu	latest t. v. show news	తాజా లంచగొండితనం వార్తలను చూపించు
eng_Latn	tel_Telu	play musical theater soundtracks	సంగీత థియేటర్ సౌండ్‌ట్రాక్‌లను ప్లే చేయండి
eng_Latn	tel_Telu	please play my pop playlist	దయచేసి నా పాప్ ప్లేజాబితాను ప్లే చేయి
eng_Latn	tel_Telu	please check and repeat this song one time more	దయచేసి ఈ పాటను ఒకసారి తనిఖీ చేసి పునరావృతం చేయండి
eng_Latn	tel_Telu	please don't shuffle songs in music player just playing continuously	దయచేసి నిరంతరం ప్లే అవుతున్న మ్యూజిక్ ప్లేయర్‌లో పాటలను షఫుల్ చేయవద్దు
eng_Latn	tel_Telu	please increase volume in music player	దయచేసి మ్యూజిక్ ప్లేయర్‌లో వాల్యూమ్‌ని పెంచండి
eng_Latn	tel_Telu	please play only music of pop mix	దయచేసి పాప్ మిక్స్ సంగీతం మాత్రమే ప్లే చేయి
eng_Latn	tel_Telu	please play only sad song in music player	దయచేసి మ్యూజిక్ ప్లేయర్ లో బాధ గీతాన్ని మాత్రమే ప్లే చేయి
eng_Latn	tel_Telu	show current news from b. b. c.	బి బి సి నుండి ప్రస్తుత వార్తలను చూపు
eng_Latn	tel_Telu	show latest reports of b. b. c.	బి. బి. సి. యొక్క తాజా నివేదికలను చూపించు
eng_Latn	tel_Telu	show b. b. c. news live	బి. బి. సి. వార్తలు ప్రత్యక్ష ప్రసారం చూపించు
eng_Latn	tel_Telu	please mute yourself	దయచేసి మిమ్మల్ని మీరు మ్యూట్ చేయండి
eng_Latn	tel_Telu	please unmute yourself	దయచేసి మిమ్మల్ని మీరు అన్‌మ్యూట్ చేయండి
eng_Latn	tel_Telu	show news of migration	వలస వార్తలను చూపించు
eng_Latn	tel_Telu	show b. b. c. news of migration	ఫాషన్ డిజైనింగ్ గురించి ఫ్రెంచ్ ఛానెల్స్ న్యూస్ చూబించు
eng_Latn	tel_Telu	show b. b. c. report of migrations	బి. బి. సి.లో వలసలు నివేదిక చూపించు
eng_Latn	tel_Telu	what is the time in geneva	గుర్గావున్ లో సమయం ఎంత
eng_Latn	tel_Telu	i want to know what the latest news	నేను తాజా వార్తలను తెలుసుకోవాలనుకుంటున్నాను
eng_Latn	tel_Telu	what's it like outside	బయట ఎలా వుంది
eng_Latn	tel_Telu	what's the temperature out now	ఇప్పుడు ఉష్ణోగ్రత ఎంత ఉంది
eng_Latn	tel_Telu	fix alarm	అలారం పరిష్కరించండి
eng_Latn	tel_Telu	alarm set	అలారం సెట్
eng_Latn	tel_Telu	can you turn it up a little	మీరు దానిని కొద్దిగా పెంచగలరా
eng_Latn	tel_Telu	can you make it a little quieter	మీరు దానిని కొద్దిగా నిశ్శబ్దం చేయగలరా
eng_Latn	tel_Telu	olly get me the popular news from b. b. c.	olly నాకు బి. బి. సి. నుండి ప్రముఖ వార్తలను చెప్పు
eng_Latn	tel_Telu	get me the popular news from b. b. c.	ఆర్ట్ ప్రపంచము నుండి నాకు ఎక్కువ మంది చూసే వార్తలను పొందండి
eng_Latn	tel_Telu	what are the latest changes happening today in the us	గత నెల ఆఫ్రికా ఖండము లో జరిగే మార్పులు ఏమిటి
eng_Latn	tel_Telu	olly what are the latest changes happening today in the us	olly ఈ రోజు కెనడాలో జరుగుతున్న తాజా మార్పులు ఏమిటి
eng_Latn	tel_Telu	what is the weather going to be like on march twentieth two thousand and seventeen	మార్చి ఇరవై రెండు వేల పదిహేడవ తేదీన వాతావరణం ఎలా ఉండబోతోంది
eng_Latn	tel_Telu	ok google what is the weather going to be like on march twentieth two thousand and seventeen	ఓకే గూగుల్ మార్చి ఇరవై రెండు వేల పదిహేడవ తేదీన వాతావరణం ఎలా ఉండబోతుంది
eng_Latn	tel_Telu	alexa what is the weather going to be like on march twentieth two thousand and seventeen	అలెక్సా మార్చి ఇరవై రెండు వేల పదిహేడవ తేదీన వాతావరణం ఎలా ఉండబోతుంది
eng_Latn	tel_Telu	what's happening today with syria <empty>	ఈ రోజు ఇండియా లో ఏమి జరుగుతోంది
eng_Latn	tel_Telu	what's going on lately with the europe	యూరోప్ లో ఈ మధ్య ఏమి జరుగుతోంది
eng_Latn	tel_Telu	is it twentieth march today	ఈ రోజు మార్చి ఇరవయ్యా
eng_Latn	tel_Telu	turn up your volume	ధ్వని టర్న్ అప్ చేయి
eng_Latn	tel_Telu	cut the lights off	లైట్లు కట్ ఆఫ్
eng_Latn	tel_Telu	hey olly play the songs from my playlist named good tunes	హే olly నా ప్లేలిస్ట్ నుండి మంచి పాటలు అనే పాటలు ప్లే చేయి
eng_Latn	tel_Telu	hey olly play playlist tactics from music	హే olly సంగీతం నుండి ప్లేజాబితా కార్ హర్ మైదాన్ ఫతేహ్ ప్లే చేయి
eng_Latn	tel_Telu	please put radio in shuffle	దయచేసి రేడియోను షఫుల్‌లో ఉంచండి
eng_Latn	tel_Telu	repeat previous song	మునుపటి పాటను పునరావృతం చేయండి
eng_Latn	tel_Telu	what is happening in the world right now check b. b. c.	ప్రస్తుతం ప్రపంచంలో ఏమి జరుగుతుందో తనిఖీ చేయండి బి. బి. సి. లో
eng_Latn	tel_Telu	increase brightness in the room	గది లో ప్రకాశాన్ని పెంచండి
eng_Latn	tel_Telu	please play only are rehman's songs	దయచేసి రెహ్మాన్ పాటలు మాత్రమే ప్లే చేయి
eng_Latn	tel_Telu	set the alarm for five am	ఉదయము ఐదు కి అలారం పెట్టు
eng_Latn	tel_Telu	show me yesterdays weather	నిన్నటి వాతావరణాన్ని నాకు చూపించు
eng_Latn	tel_Telu	show weather	వాతావరణాన్ని చూపించు
eng_Latn	tel_Telu	what is the weather like in miami florida today	ఈ రోజు కడప ఆంధ్రప్రదేశ్ లో వాతావరణం ఎలా ఉంది
eng_Latn	tel_Telu	please tell me the weather for washington d. c.	దయచేసి హైదరాబాద్ వాతావరణాన్ని నాకు తెలియజేయీ
eng_Latn	tel_Telu	hey do you have home delivery	హే నీ దగ్గర హోమ్ డెలివరి వుందా
eng_Latn	tel_Telu	hi there do you offer home delivery for orders	హై మీరు ఆర్డర్లు కి హోమ్ డెలివరి ఇస్తారా
eng_Latn	tel_Telu	how are things in the world	ప్రపంచము లో ఏమి జరుగుతోంది
eng_Latn	tel_Telu	please find me music	దయచేసి నాకు సంగీతాన్ని కనుగొనండి
eng_Latn	tel_Telu	rock	రాక్
eng_Latn	tel_Telu	i want to clean my bedroom put the vacuum on and go to my room	నా బెడ్ రూమ్ శుభ్రం చేసి వాక్యూమ్ ఆన్ చేసి నా రూమ్ కు వెళ్లాలనుకుంటున్నాను
eng_Latn	tel_Telu	put on the vacuum on now and clean the living room	ఇప్పుడు వాక్యూమ్‌ని ఉంచి గదిని శుభ్రం చేయండి
eng_Latn	tel_Telu	time zone between india and us	ఇండియా మరియు యుఎస్ మధ్య టైం జోన్
eng_Latn	tel_Telu	time between us and canada	ఇండియా మరియు కెనడా మధ్య సమయం
eng_Latn	tel_Telu	time difference between u. k. and us	మీ మధ్య సమయ వ్యత్యాసం యు. కె. మరియు యు.ఎస్
eng_Latn	tel_Telu	what alarms do you have set	నీవు ఎలాంటి అలారములు పెట్టావు
eng_Latn	tel_Telu	are there any alarms set	ఏవైనా అలారాలు సెట్ చేయబడి ఉన్నాయా
eng_Latn	tel_Telu	provide me the alarm times you have set	మీరు సెట్ చేసిన అలారం సమయాలను నాకు అందించండి
